epoch,train_loss,valid_loss,multi_label_accuracy,multilabel_hamming_loss,macro_f1_score_multilabel,time
0,0.2961084842681885,0.2756343185901642,0.8811267018318176,0.11887311039853415,0.42378385324142587,01:08
1,0.27066782116889954,0.24868325889110565,0.8979997634887695,0.10200030539013588,0.5536718255168808,01:06
2,0.2603447437286377,0.2451559454202652,0.8970836400985718,0.10291647579783171,0.5631430166698632,01:06
3,0.256259560585022,0.2410951554775238,0.9024279117584229,0.09757214841960604,0.5756762640329127,01:06
4,0.25038546323776245,0.2346344292163849,0.9033440947532654,0.0966559780119102,0.5974548731272944,01:06
5,0.24597816169261932,0.23695994913578033,0.9004430770874023,0.09955718430294697,0.5912092850222306,01:06
6,0.24661436676979065,0.23093359172344208,0.9026570916175842,0.0973431058176821,0.5779988551363062,01:06
7,0.238945871591568,0.2264591008424759,0.9074668884277344,0.09253321117727896,0.6052403618204337,01:06
8,0.23803627490997314,0.2302631437778473,0.9038020372390747,0.09619789280806233,0.6094984767032819,01:06
9,0.2381710261106491,0.23055289685726166,0.9057106971740723,0.09428920445869597,0.6251865622599482,01:06
10,0.23482291400432587,0.23183675110340118,0.9053290486335754,0.09467094212856926,0.619731957768438,01:06
11,0.22953222692012787,0.22616010904312134,0.9076195955276489,0.09238051610932968,0.6245082897969524,01:06
12,0.23486000299453735,0.22176679968833923,0.9103680849075317,0.08963200488624215,0.638611470042245,01:06
13,0.22650142014026642,0.2226509302854538,0.9112078547477722,0.088792182012521,0.6370710466327392,01:06
14,0.2195787876844406,0.22304582595825195,0.9107496738433838,0.08925026721636892,0.647278142893932,01:06
15,0.2190440595149994,0.22121867537498474,0.9073140025138855,0.09268590624522827,0.629252056580692,01:07
16,0.21835196018218994,0.22313128411769867,0.9100624322891235,0.0899373950221408,0.629652941948233,01:06
17,0.21267051994800568,0.2198806256055832,0.9117423892021179,0.08825774927469844,0.6529328670324916,01:06
18,0.20848317444324493,0.21963506937026978,0.9115896224975586,0.08841044434264769,0.6413770926428396,01:06
19,0.2073633074760437,0.2215510904788971,0.9109023213386536,0.08909757214841961,0.6449182186088948,01:06
20,0.20537829399108887,0.22306597232818604,0.9105970859527588,0.08940296228431815,0.6467051065911461,01:07
21,0.20394554734230042,0.2196471393108368,0.9100626707077026,0.0899373950221408,0.6403130628946941,01:07
22,0.2002507746219635,0.22196348011493683,0.9106735587120056,0.08932661475034355,0.6334286775373016,01:06
23,0.20205244421958923,0.2222008854150772,0.913345456123352,0.08665445106123074,0.6518991269948213,01:07
24,0.19802697002887726,0.22295035421848297,0.910597026348114,0.08940296228431824,0.635976361313394,01:07
25,0.19525103271007538,0.22267670929431915,0.9134981036186218,0.08650175599328142,0.6483925523466069,01:07
26,0.196060910820961,0.2229689657688141,0.911513090133667,0.08848679187662241,0.6356104205931749,01:06
27,0.19210632145404816,0.22582940757274628,0.9099099040031433,0.09009009009009004,0.6458805387200978,01:07
28,0.19259674847126007,0.22570843994617462,0.9140325784683228,0.08596732325545887,0.6624883769295857,01:06
29,0.1886662244796753,0.2232995629310608,0.9137272238731384,0.08627271339135748,0.655016295269181,01:07
30,0.19401562213897705,0.22719134390354156,0.9121239185333252,0.08787601160482514,0.6555406940609537,01:07
31,0.18977314233779907,0.22823300957679749,0.9113604426383972,0.08863948694457172,0.6469976789667665,01:07
